x,y,yaw,v
2.77886300500692,0.187699367202292,0.0439145035000718,1
2.79830806678426,0.188553836783267,0.0451012395243932,1
2.81768861652683,0.189428516748291,0.0460517563683129,1
2.83700806961844,0.190318840973506,0.0468463847915983,1
2.85626969366525,0.191221839090315,0.0476079698042482,1
2.87547630194316,0.192136918169714,0.0483025064572159,1
2.8946334768969,0.193062978055357,0.0491444516026452,1
2.91374537583209,0.194002978725525,0.0509588371049183,1
2.93280382146913,0.194975016494806,0.0534192331361433,1
2.95180713853196,0.19599112583137,0.055441965861626,1
2.97077024561255,0.197043556312131,0.0574113591140843,1
2.98970262319565,0.198131685617887,0.0591576444306823,1
3.00860416013726,0.199251162241088,0.0596972941785549,1
3.02746813581924,0.200378630209421,0.0603105657826626,1
3.04629034044281,0.20151518637678,0.0621059264764225,1
3.0650739778778,0.202683263783673,0.0636996855236422,1
3.08383071781541,0.203879680870966,0.0648089071320788,1
3.10257029824224,0.205095875827291,0.0660823525832334,1
3.12129439823007,0.206335012649314,0.0673506855129679,1
3.14000521701585,0.207597108034926,0.0684085444518242,1
3.15870615897898,0.208878411596135,0.0693716589925469,1
3.17739991309455,0.210177312622877,0.0703519319230917,1
3.19608891444427,0.211494293443268,0.0714536843975028,1
3.21477551247501,0.212831796761831,0.0726855186727149,1
3.23346195939356,0.214192427847714,0.0738959636743871,1
3.2521508749758,0.215575982544413,0.0749089444642802,1
3.27084525519176,0.2169789840602,0.0756073717042451,1
3.28954745345639,0.218395708702274,0.0759275533277956,1
3.30826002965768,0.219819245441589,0.0758115447056559,1
3.32698640669876,0.221241647088989,0.0759102151883987,1
3.345718488429,0.222666341029385,0.0765826643791291,1
3.36444260408878,0.224103093599123,0.0768300550747058,1
3.38316507337042,0.225544378962427,0.0765986567615957,1
3.40189622006149,0.226981972362201,0.0765800515661159,1
3.42063753392802,0.228419995341491,0.0767530572154195,1
3.43939142077545,0.229862246720843,0.076981006938428,1
3.45816105209797,0.231310012827451,0.0772609952144419,1
3.47694776972559,0.232764388329611,0.0775842635208928,1
3.49575106303282,0.234226162130681,0.0778190889002376,1
3.51457090465895,0.235693668569592,0.0776822450559589,1
3.53341030186533,0.237160106181966,0.0774161214021314,1
3.55226587457955,0.238622754665335,0.0775203185488832,1
3.57112555373993,0.240087698655916,0.0774262084514423,1
3.58999066363441,0.241551278387829,0.0767760450383329,1
3.60887269346463,0.243003821116623,0.0757819350400887,1
3.62778287169794,0.244439620619775,0.0751272665361765,1
3.64672081375052,0.245865059225243,0.0753329135875175,1
3.66567410014933,0.247295572613404,0.0753008741459798,1
3.68464127922062,0.248726523403202,0.0753221373002602,1
3.70362277945613,0.250158960536504,0.076704710870962,1
