s,x,y,kappa,n_l,n_r
28.25,5.671,3.988,0.66,0.447,0.474
28.3,5.621,3.986,0.483,0.445,0.468
28.35,5.571,3.984,0.33,0.444,0.463
28.4,5.521,3.981,0.198,0.443,0.458
28.45,5.471,3.977,0.084,0.443,0.454
28.5,5.421,3.973,-0.014,0.442,0.451
28.55,5.371,3.969,-0.098,0.441,0.448
28.6,5.322,3.965,-0.169,0.441,0.445
28.65,5.272,3.962,-0.23,0.44,0.443
28.7,5.222,3.959,-0.28,0.439,0.442
28.75,5.172,3.957,-0.32,0.438,0.441
28.8,5.122,3.956,-0.351,0.436,0.44
28.85,5.072,3.955,-0.372,0.434,0.44
28.9,5.022,3.956,-0.384,0.431,0.439
28.95,4.972,3.957,-0.387,0.428,0.439
29.0,4.922,3.96,-0.382,0.425,0.439
29.05,4.872,3.963,-0.37,0.421,0.44
29.1,4.822,3.968,-0.349,0.416,0.44
29.15,4.773,3.973,-0.323,0.41,0.44
29.2,4.723,3.979,-0.29,0.405,0.44
29.25,4.673,3.986,-0.253,0.399,0.44
29.3,4.624,3.994,-0.211,0.393,0.44
29.35,4.575,4.002,-0.165,0.386,0.44
29.4,4.525,4.01,-0.118,0.38,0.44
29.45,4.476,4.019,-0.068,0.374,0.44
29.5,4.427,4.027,-0.018,0.368,0.44
29.55,4.378,4.036,0.032,0.363,0.44
29.6,4.328,4.045,0.081,0.358,0.44
29.65,4.279,4.054,0.128,0.355,0.44
29.7,4.23,4.062,0.171,0.352,0.441
29.75,4.18,4.07,0.209,0.35,0.441
29.8,4.131,4.077,0.242,0.35,0.442
29.85,4.081,4.084,0.267,0.35,0.444
29.9,4.032,4.09,0.283,0.352,0.445
29.95,3.982,4.095,0.29,0.356,0.447
30.0,3.932,4.1,0.287,0.36,0.45
30.05,3.882,4.104,0.273,0.366,0.452
30.1,3.833,4.107,0.248,0.373,0.456
30.15,3.783,4.11,0.215,0.381,0.46
30.2,3.733,4.112,0.173,0.39,0.464
30.25,3.683,4.113,0.126,0.399,0.469
30.3,3.633,4.115,0.076,0.409,0.474
30.35,3.583,4.116,0.025,0.42,0.48
30.4,3.533,4.117,-0.023,0.431,0.486
30.45,3.483,4.118,-0.065,0.442,0.492
30.5,3.433,4.119,-0.101,0.453,0.498
30.55,3.383,4.121,-0.127,0.463,0.505
30.6,3.333,4.123,-0.145,0.474,0.512
30.65,3.283,4.125,-0.154,0.484,0.519
30.7,3.233,4.127,-0.153,0.493,0.526
30.75,3.183,4.13,-0.144,0.502,0.533
30.8,3.133,4.134,-0.128,0.51,0.54
30.85,3.083,4.138,-0.106,0.517,0.547
30.9,3.033,4.141,-0.079,0.523,0.553
30.95,2.984,4.146,-0.048,0.529,0.558
31.0,2.934,4.15,-0.016,0.533,0.564
31.05,2.884,4.154,0.018,0.537,0.568
31.1,2.834,4.158,0.052,0.54,0.572
31.15,2.784,4.163,0.086,0.542,0.575
31.2,2.735,4.167,0.118,0.544,0.578
31.25,2.685,4.17,0.15,0.544,0.579
31.3,2.635,4.173,0.179,0.544,0.58
31.35,2.585,4.176,0.206,0.543,0.579
31.4,2.535,4.179,0.231,0.542,0.578
31.45,2.485,4.18,0.253,0.54,0.575
31.5,2.435,4.181,0.272,0.538,0.571
31.55,2.385,4.182,0.288,0.535,0.566
31.6,2.335,4.181,0.302,0.531,0.56
31.65,2.285,4.18,0.313,0.527,0.553
31.7,2.235,4.178,0.322,0.523,0.545
31.75,2.185,4.176,0.328,0.519,0.536
31.8,2.135,4.172,0.331,0.514,0.526
31.85,2.085,4.168,0.331,0.51,0.515
31.9,2.036,4.163,0.328,0.505,0.503
31.95,1.986,4.157,0.32,0.5,0.49
32.0,1.936,4.15,0.308,0.495,0.478
32.05,1.887,4.143,0.289,0.491,0.464
32.1,1.838,4.134,0.26,0.487,0.451
32.15,1.788,4.126,0.221,0.483,0.438
32.2,1.739,4.116,0.168,0.479,0.425
32.25,1.69,4.106,0.096,0.476,0.413
32.3,1.641,4.096,0.001,0.474,0.401
32.35,1.592,4.086,-0.127,0.471,0.39
32.4,1.543,4.076,-0.304,0.47,0.38
32.45,1.494,4.067,-0.562,0.469,0.371
32.5,1.445,4.059,-0.971,0.468,0.363
32.55,1.395,4.054,-1.693,0.469,0.357
32.6,1.345,4.052,-3.073,0.469,0.352
32.65,1.296,4.057,-5.223,0.471,0.349
32.7,1.249,4.075,-6.314,0.472,0.347
32.75,1.213,4.109,-2.783,0.474,0.347
32.8,1.184,4.15,2.912,0.477,0.348
32.85,1.147,4.183,5.71,0.479,0.351
32.9,1.101,4.202,4.003,0.482,0.355
32.95,1.052,4.211,1.876,0.485,0.36
33.0,1.002,4.217,0.824,0.488,0.367
33.05,0.952,4.221,0.419,0.49,0.374
33.1,0.902,4.224,0.268,0.493,0.382
33.15,0.852,4.226,0.214,0.495,0.391
33.2,0.802,4.228,0.198,0.496,0.399
33.25,0.752,4.23,0.195,0.498,0.408
33.3,0.702,4.231,0.194,0.498,0.417
33.35,0.652,4.231,0.192,0.498,0.426
33.4,0.602,4.231,0.186,0.498,0.434
33.45,0.552,4.231,0.177,0.497,0.442
33.5,0.502,4.23,0.167,0.495,0.448
33.55,0.452,4.228,0.156,0.492,0.454
33.6,0.403,4.227,0.145,0.488,0.46
33.65,0.353,4.225,0.136,0.484,0.464
33.7,0.303,4.222,0.128,0.479,0.467
33.75,0.253,4.219,0.125,0.474,0.47
33.8,0.203,4.216,0.125,0.467,0.471
33.85,0.153,4.213,0.13,0.461,0.472
33.9,0.103,4.209,0.14,0.453,0.473
33.95,0.053,4.205,0.156,0.446,0.472
34.0,0.003,4.201,0.179,0.438,0.472
34.05,-0.046,4.196,0.209,0.43,0.471
34.1,-0.096,4.191,0.245,0.422,0.47
34.15,-0.146,4.185,0.29,0.415,0.469
34.2,-0.195,4.178,0.343,0.407,0.469
34.25,-0.245,4.17,0.405,0.4,0.468
34.3,-0.294,4.162,0.476,0.394,0.468
34.35,-0.343,4.152,0.556,0.388,0.468
34.4,-0.392,4.141,0.646,0.383,0.469
34.45,-0.44,4.129,0.744,0.379,0.471
34.5,-0.488,4.114,0.85,0.376,0.472
34.55,-0.535,4.098,0.96,0.374,0.475
34.6,-0.582,4.079,1.07,0.373,0.477
34.65,-0.627,4.058,1.174,0.372,0.48
34.7,-0.671,4.034,1.263,0.373,0.484
34.75,-0.713,4.008,1.33,0.374,0.487
34.8,-0.754,3.979,1.368,0.376,0.491
34.85,-0.792,3.947,1.373,0.378,0.495
34.9,-0.828,3.912,1.346,0.381,0.499
34.95,-0.862,3.875,1.291,0.385,0.502
35.0,-0.893,3.836,1.215,0.388,0.506
35.05,-0.922,3.795,1.126,0.392,0.508
35.1,-0.949,3.753,1.032,0.395,0.511
35.15,-0.973,3.709,0.937,0.398,0.513
35.2,-0.995,3.664,0.847,0.401,0.514
35.25,-1.015,3.619,0.764,0.404,0.515
35.3,-1.034,3.572,0.688,0.406,0.515
35.35,-1.051,3.525,0.62,0.407,0.514
35.4,-1.066,3.477,0.559,0.408,0.513
35.45,-1.08,3.429,0.506,0.408,0.511
35.5,-1.093,3.381,0.458,0.408,0.509
35.55,-1.105,3.333,0.416,0.407,0.506
35.6,-1.116,3.284,0.379,0.405,0.502
35.65,-1.126,3.235,0.346,0.403,0.498
35.7,-1.135,3.186,0.316,0.401,0.494
35.75,-1.143,3.136,0.289,0.398,0.489
35.8,-1.15,3.087,0.264,0.395,0.485
35.85,-1.157,3.037,0.242,0.392,0.48
35.9,-1.164,2.988,0.223,0.388,0.475
35.95,-1.169,2.938,0.206,0.385,0.47
36.0,-1.174,2.888,0.191,0.382,0.465
36.05,-1.179,2.838,0.179,0.378,0.461
36.1,-1.183,2.789,0.169,0.375,0.456
36.15,-1.187,2.739,0.162,0.373,0.452
36.2,-1.191,2.689,0.158,0.37,0.449
36.25,-1.194,2.639,0.156,0.368,0.445
36.3,-1.197,2.589,0.157,0.366,0.443
36.35,-1.199,2.539,0.159,0.365,0.44
36.4,-1.201,2.489,0.164,0.364,0.438
36.45,-1.202,2.439,0.17,0.364,0.436
36.5,-1.203,2.389,0.177,0.364,0.435
36.55,-1.204,2.339,0.185,0.365,0.435
36.6,-1.204,2.289,0.194,0.366,0.434
36.65,-1.204,2.239,0.202,0.367,0.435
36.7,-1.203,2.189,0.209,0.369,0.435
36.75,-1.202,2.139,0.216,0.371,0.436
36.8,-1.2,2.089,0.221,0.374,0.437
36.85,-1.197,2.039,0.225,0.377,0.439
36.9,-1.194,1.989,0.228,0.381,0.441
36.95,-1.191,1.94,0.229,0.384,0.443
37.0,-1.186,1.89,0.228,0.389,0.446
37.05,-1.182,1.84,0.225,0.393,0.449
37.1,-1.176,1.79,0.22,0.398,0.452
37.15,-1.171,1.741,0.213,0.403,0.455
37.2,-1.164,1.691,0.204,0.409,0.459
37.25,-1.157,1.641,0.193,0.415,0.463
37.3,-1.15,1.592,0.179,0.421,0.466
37.35,-1.142,1.543,0.164,0.427,0.471
37.4,-1.134,1.493,0.146,0.434,0.475
37.45,-1.126,1.444,0.127,0.441,0.48
37.5,-1.117,1.395,0.107,0.449,0.485
37.55,-1.108,1.346,0.085,0.456,0.49
37.6,-1.098,1.297,0.063,0.464,0.496
37.65,-1.089,1.247,0.041,0.473,0.501
37.7,-1.079,1.198,0.02,0.481,0.508
37.75,-1.069,1.149,-0.0,0.49,0.515
37.8,-1.06,1.1,-0.017,0.5,0.522
37.85,-1.05,1.051,-0.031,0.509,0.53
37.9,-1.041,1.002,-0.04,0.519,0.538
37.95,-1.031,0.953,-0.043,0.53,0.547
38.0,-1.022,0.904,-0.039,0.54,0.556
38.05,-1.013,0.855,-0.027,0.551,0.566
38.1,-1.004,0.806,-0.006,0.563,0.577
38.15,-0.995,0.756,0.024,0.574,0.589
38.2,-0.985,0.707,0.063,0.586,0.601
38.25,-0.976,0.658,0.111,0.598,0.613
38.3,-0.966,0.609,0.168,0.61,0.627
38.35,-0.956,0.56,0.232,0.622,0.64
38.4,-0.946,0.511,0.302,0.634,0.655
38.45,-0.935,0.462,0.377,0.647,0.67
38.5,-0.922,0.414,0.454,0.659,0.685
38.55,-0.909,0.366,0.531,0.671,0.7
38.6,-0.895,0.318,0.605,0.683,0.716
38.65,-0.879,0.271,0.676,0.695,0.732
38.7,-0.861,0.224,0.74,0.706,0.747
38.75,-0.842,0.178,0.796,0.717,0.762
38.8,-0.82,0.132,0.844,0.728,0.777
38.85,-0.797,0.088,0.884,0.738,0.792
38.9,-0.772,0.045,0.915,0.748,0.806
38.95,-0.745,0.003,0.94,0.757,0.819
39.0,-0.716,-0.038,0.96,0.765,0.831
39.05,-0.686,-0.078,0.974,0.773,0.842
39.1,-0.653,-0.115,0.985,0.78,0.852
39.15,-0.618,-0.151,0.992,0.786,0.86
39.2,-0.582,-0.186,0.995,0.792,0.868
39.25,-0.544,-0.218,0.994,0.796,0.874
39.3,-0.505,-0.249,0.988,0.8,0.878
39.35,-0.464,-0.278,0.976,0.804,0.881
39.4,-0.421,-0.304,0.958,0.806,0.883
39.45,-0.378,-0.329,0.931,0.808,0.883
39.5,-0.333,-0.351,0.897,0.809,0.882
39.55,-0.287,-0.372,0.855,0.81,0.88
39.6,-0.241,-0.39,0.805,0.81,0.877
39.65,-0.194,-0.407,0.75,0.809,0.872
39.7,-0.146,-0.421,0.533,0.808,0.866
39.75,-0.098,-0.435,0.345,0.806,0.86
